organization_name,communityId,country
SOGEVINUS QUINTAS SA,14181,PT
SOCIEDADE AGRICOLA DO CONDE LDA,14181,PT
EUROPEAN PUBLIC LAW ORGANIZATION,14181,EL
LATVIJAS VALSTS KOKSNES KIMIJAS INSTITUTS,14181,LV
MUNICIPIUL BAIA MARE,14181,RO
"SENATSVERWALTUNG FUR STADTENTWICKLUNG, BAUEN UND WOHNEN",14181,DE
F. JUNCKERS INDUSTRIER A/S,14181,DK
MADERAS GAMIZ S.A.,14181,ES
COMUNE DI SIENA,14181,IT
PFEIFER HOLDING GMBH,14181,AT
Stichting Built by Nature,14181,NL
METABOLIC BV,14181,NL
Município de Bragança,14181,PT
"PODJETNISKI INKUBATOR KOCEVJE, JAVNI ZAVOD ZA PODJETNISTVO, IZOBRAZEVANJE IN DRUGE DEJAVNOSTI",14181,SI
MUNICIPIO DE PENELA,14181,PT
CÂMARA MUNICIPAL DE CÂMARA DE LOBOS,14181,PT
RDI HUB COMPANY LIMITED BY GUARANTEE,14181,IE
REYKJAVIKURBORG,14181,IS
WAUGH THISTLETON ARCHITECTS LIMITED,14181,UK
EIT URBAN MOBILITY FOUNDATION,14181,ES
PRIVATE INSTITUTION UNIVERSITY KYIV SCHOOL OF ECONOMICS,14181,UA
RO3KVIT URBAN COALITION FOR UKRAINE,14181,UA
ARUP POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,14181,PL
ENERGY CITIES/ENERGIE-CITES ASSOCIATION,14181,FR
THE DEMOCRATIC SOCIETY AISBL,14181,BE
ARUP MUHENDISLIK VE MUSAVIRLIK LIMITED SIRKETI,14181,TR
ALL-UKRAINIAN ASSOCIATION OF LOCAL GOVERNMENT AUTHORITIES ASSOCIATION OF UKRAINIAN CITIES,14181,UA
ARUP ITALIA SRL,14181,IT
TSENTR DOSLIDZHENNYA SUSPILSTVA - CENTRE FOR SOCIETY RESEARCH,14181,UA
UNITED NATIONS DEVELOPMENT PROGRAMME,14181,US
CENTRE FOR ENVIRONMENTAL INITIATIVES 'ECOACTION',14181,UA
CONSEIL DES COMMUNES ET REGIONS D'EUROPE,14181,BE
COMUNE DI MILANO,14181,IT
CARDIFF METROPOLITAN UNIVERSITY,14181,UK
TAJANA RADIC,14181,HR
IDEAS 3493 SL,14181,ES
"INOVA+ - INNOVATION SERVICES, SA",14181,PT
GRAD SARAJEVO,14181,BA
STADT MANNHEIM,14181,DE
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,14181,PT
HORIZON NUA INNOVATION,14181,IE
INSTITUT FRANCAIS DE LA VIGNE ET DU VIN,14181,FR
CMMI CYPRUS MARINE AND MARITIME INSTITUTE,14181,CY
BWB CONNECT CLG,14181,IE
LOMBARDY GREEN CHEMISTRY ASSOCIATION,14181,IT
ECORYS ESPANA SL,14181,ES
KIPUWEX OY,14182,FI
AMS INTERNATIONAL AG,14183,CH
QUEST PHOTONIC DEVICES BV,14185,NL
QUEST INNOVATIONS BV,14186,NL
PHOTONFOCUS AG,14187,CH
AEROMEDIA UAV SL,14188,ES
QUEST MEDICAL IMAGING BV,14189,NL
ABRAIA SOFTWARE SL,14190,ES
G.E.M. ELETTRONICA SRL,14191,IT
"CENTRE INTERNATIONAL DE RECHERCHES ET D'INFORMATION SUR L'ECONOMIE PUBLIQUE, SOCIALE ET COOPERATIVE AISBL",14193,BE
INSTITUTT FOR SAMFUNNSFORSKNING,14194,NO
LEIBNIZ-INSTITUT FUR LANDERKUNDE EV,14195,DE
ZFB ZENTRUM FUR BUCHERHALTUNG GMBH,14196,DE
MIRABILE ANTONIO,14197,FR
STADT  LEIPZIG,14198,DE
Museum Associate Dba Los Angeles County Museum of Art,14199,US
Tokyo University of Science,14200,JP
The Metropolitan Museum of Art,14201,US
SOLOMON R GUGGENHEIM FOUNDATION,14202,US
Nouryon PULP AND PERFORMANCE CHEMICALS AB,14203,SE
THE BOARD OF TRUSTEES OF THE TATE GALLERY,14204,UK
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,14205,BR
"Museum of Fine Arts, Houston",14206,US
ASSUTA MEDICAL CENTERS LTD,14207,IL
CYBER ONE GMBH,14208,DE
THERMOMIND LTD,14209,IL
The University of Texas MD Anderson Cancer Center,14210,US
AZIENDA OSPEDALIERA CITTA DELLA SALUTE E DELLA SCIENZA DI TORINO,14211,IT
OTID SRL,14212,IT
BARDS ACOUSTIC SCIENCE LABS,14213,IE
BIRD & BIRD (IRELAND) LLP,14215,IE
SIEC BADAWCZA LUKASIEWICZ - WARSZAWSKI INSTYTUT TECHNOLOGICZNY,14218,PL
TESELA MATERIALES INNOVACION Y PATRIMONIO SL,14220,ES
NAVAL GROUP BELGIUM,14221,BE
"VISIONSPACE PORTUGAL, UNIPESSOAL LDA",14222,PT
VISIONSPACE TECHNOLOGIES GMBH,14223,DE
ANNIVIERS TOURISME SA,14227,CH
FENIX NETWORK CROSS-BORDER DATA SHARING ASSOCIATION,14228,BE
MALTA FREEPORT TERMINALS LIMITED,14229,MT
E-GAP S.R.L.,14230,IT
Charalambides Christis LTD,14231,CY
CLEMAP AG,14234,CH
"REPUBLIQUE ET CANTON DE GENEVE, DEPARTEMENT DE LENVIRONNEMENT, DES TRANSPORTS ET DE L AGRICULTURE",14235,CH
EKO KVARNER ORGANIZATION,14236,HR
societe cooperative de construction et d habitation Polygones,14237,CH
ENEMALTA PLC,14238,MT
AGRIA HISPANIA SL,14239,ES
APPLIED RESEARCH TO TECHNOLOGIES SRL,14240,IT
ENERGIE STEIERMARK AG,14241,AT
SYSTEMS RESEARCH INSTITUTE OF THE POLISH ACADEMY OF SCIENCES IBS PAN,14242,PL
GARAIA S COOP,14243,ES
SMART M POWER COMPANY LIMITED,14244,IE
OSTERREICHISCHE POST AG,14245,AT
AGRIA ZERO EMISSIONS S.L.,14246,ES
MICROLINK PC (UK) LTD,14247,UK
ORTHOKEY ITALIA SRL,14248,IT
SYSTHMATA YPOLOGISTIKIS ORASHS IRIDA LABS AE,14249,EL
POLYTEC GMBH,14250,DE
SUPERLUM DIODES LIMITED,14251,IE
naymspace software GmbH & Co. KG,14252,DE
COMUNIDADE INTERMUNICIPAL DA REGIAO DE AVEIRO,14253,PT
AGENCIA PORTUGUESA DO AMBIENTE IP,14254,PT
STRIX LDA,14255,PT
"PRIO SUPPLY, S.A.",14256,PT
KARLSOY KOMMUNE,14257,NO
Nordkvaløya-Rebbenesøya verneområdestyre,14258,NO
PUKKA TRAVELS INTERNATIONAL AS,14259,NO
ADMINISTRACAO DO PORTO DA FIGUEIRADA FOZ,14260,PT
SYNOPSYS NETHERLANDS BV,14261,NL
ECCENCA GMBH,14262,DE
Hochschule fuer Technik und Wirtschaft Dresden,14264,DE
CORTUS,14265,FR
ERNST & YOUNG BUSINESS SCHOOL SCUOLA DI MANAGEMENT SRL,14268,IT
NXP SEMICONDUCTORS BELGIUM NV,14269,BE
CORILA - CONSORZIO PER IL COORDINAMENTO DELLE RICERCHE INERENTI AL SISTEMA LAGUNARE DI VENEZIA,14270,IT
Odessa State Environmental University,14272,UA
REA MICHAEL,14275,UK
HALOREFINE APS,14301,DK
GILDESKAL FORSKNINGSSTASJON AS,14302,NO
TAUA SRL SOCIETA' BENEFIT,14308,IT
TECNOLOGIAS SERVICIOS TELEMATICOS YSISTEMAS SA,14309,ES
FERSA INNOVA S.L.U.,14311,ES
MESHWORKS WIRELESS OY,14312,FI
INS GMBH,14313,DE
SIM4FUTURE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,14314,IT
COGNITECHNA SRO,14315,CZ
BIGTRI BILISIM ANONIM SIRKETI,14316,TR
OFFCODE OY,14317,FI
ZENS GROUP BV,14318,NL
TECHNISCHE HOCHSCHULE NURNBERG GEORG SIMON OHM,14319,DE
SWISS AIRTAINER SA,14320,CH
YONGA TEKNOLOJI MIKROELEKTRONIK ARASTIRMA GELISTIRME TIC,14323,TR
Climate Change Centre Austria,14324,AT
H FARM EDUCATION,14325,IT
BELGIAN VOLITION,14326,BE
ENDOMETRIOSIS UK,14327,UK
UDRUGA ZENA OBOLJELIH OD ENDOMETRIOZE JA SAM 1 OD 10,14328,HR
Endometriose Stichting,14329,NL
Senko Advanced Components (Euro) Ltd,14331,UK
PILOT PHOTONICS LTD,14332,IE
MICROALIGN BV,14333,NL
CAPSUGEL FRANCE SAS,14341,FR
WSG WESTDEUTSCHE STUDIENGRUPPE GMBH,14343,DE
GR ESPANOL DE ESTUDIO Y TRATAMIENTODE INTENSIFIC. Y OTRAS ESTRATEG.EXPERIMENT. EN TUMORES SOLIDOS - GRUPO SOLTI,14344,ES
REVEAL GENOMICS SL,14345,ES
"VEREIN ZUR PRAVENTION UND THERAPIE BOSARTIGER ERKRANKUNGEN, AUSTRIAN BREAST AND COLORECTAL CANCER STUDY GROUP, ABCSG",14346,AT
EUROPA DONNA  THE EUROPEAN BREAST CANCER COALITION,14347,IT
ISTITUTO ONCOLOGICO VENETO,14348,IT
Sharing Progress in Cancer Care,14349,CH
SOCIETE INTERNATIONALE D'ONCOLOGIEGERIATRIQUE,14350,CH
ZDALNY SERWIS SP. Z O.O.,14351,PL
ADVANCED SIMULATION TECHNOLOGIES SL,14352,ES
EXCEEDENCE LTD,14353,IE
OFFSHORE WIND CONSULTANTS LIMITED,14354,UK
HYDRO GROUP PLC,14356,UK
Longitude Consulting Engineers Limited,14358,UK
NEW WAVE TECHNOLOGIES LIMITED,14359,IE
INNOSEA LTD,14360,UK
GREEN MARINE (UK) LTD,14361,UK
AGENCIA DE GESTIO D'AJUTS UNIVERSITARIS I DE RECERCA,14377,ES
GEMEENTE AMERSFOORT,14379,NL
TERMCERTO - EMPRESA DE TRABALHO TEMPORARIO - UNIPESSOAL LIMITADA,14380,PT
MUNICIPIO DE LAGOA,14382,PT
Kokkolan kaupunki,14383,FI
"INFLUENTYELLOW, UNIPESSOAL LDA",14384,PT
INSTITUTO DO EMPREGO E FORMACAO PROFISSIONAL,14385,PT
TYOTERVEYSLAITOS,14386,FI
EESTI RAKENDUSUURINGUTE KESKUS CENTAR OU,14387,EE
NATIONAL SCIENCE AND TECHNOLOGY COUNCIL,14390,TW
KKS-NETZWERK EV -NETZWERK DER KOORDINIERUNGSZENTREN FUR KLINISCHE STUDIEN,14392,DE
BLACK SEA NGO NETWORK ASSOCIATION,14393,BG
CINTAL - CENTRO DE INVESTIGACAO TECNOLOGICA DO ALGARVE,14396,PT
GLOBAL E-SUSTAINABILITY INITIATIVE AISBL,14397,BE
WSENSE SRL,14398,IT
ALSEAMAR,14399,FR
Észak-dunántúli Vízügyi Igazgatóság,14401,HU
Sustainable Development Association of Tulcea County,14403,RO
AGENTIA PENTRU DEZVOLTARE REGIONALA A REGIUNII DE DEZVOLTARE SUD-EST,14404,RO
Közép-Duna-völgyi Vízügyi Igazgatóság,14405,HU
WWF SLOVENSKO,14406,SK
Flussgebietsgemeinschaft Donau,14407,DE
"""Asociatia """"Ivan Patzaichin - Mila 23""""""",14408,RO
DANUBEPARKS -DANUBE RIVER NETWORK OF PROTECTED AREA - DAS  NETZWERK DER DONAUSCHUTZGEBIETE,14409,AT
STICHTING WERELD VISMIGRATIE,14410,NL
River Collective - Verein für die interdisziplinäre Zusammenarbeit zum Schutz der Flüsse,14412,AT
INSTITUT ZA MULTIDISCIPLINARNA ISTRAZIVANJA,14413,RS
DE VRIES SANDRA,14414,NL
CIVITTA STRATEGY & CONSULTING SA,14415,RO
"Amt der Niederösterreichischen Landesregierung, Abteilung Internationale und Europäische Angelegenheiten, Generalsekretariat der ARGE Donauländer",14416,AT
3EDATA INGENIERIA AMBIENTAL SL,14417,ES
Public Union World  Wide Fund for Nature Ukraine,14418,UA
STICHTING DOTSPACE,14419,NL
STAFFORDSHIRE UNIVERSITY,14420,UK
WILDLIFE FORENSIC ACADEMY,14421,ZA
STICHTING SENSING CLUES,14422,NL
INDUSTRIEVERBAND AGRAR (IVA),14423,DE
BRITISH TRUST FOR ORNITHOLOGY,14424,UK
UNIVERSIDAD CIENTIFICA DEL SUR SAC,14425,PE
LANDESAMT FUR UMWELT BRANDENBURG,14426,DE
LEIBNIZ-INSTITUT ZUR ANALYSE DES BIODIVERSITATSWANDELS,14427,DE
CESKA SPOLECNOST ORNITOLOGICKA,14428,CZ
BULGARIAN SOCIETY FOR THE PROTECTION OF BIRDS,14429,BG
SPACE4GOOD B.V.,14430,NL
MIEDZYNARODOWA AKADEMIA NAUK STOSOWANYCH W LOMZY,14431,PL
"INFINITE, RAZVOJ BIO-MEDICINSKIHTEHNOLOGIJ D.O.O.",14446,SI
STATENS ARBEIDSMILJOINSTITUTT,14448,NO
INOTEX SPOL SRO,14449,CZ
CONDIAS GMBH,14450,DE
BELINKA PERKEMIJA KEMICNA INDUSTRIJA DOO,14451,SI
Eilenburger Elektrolyse- und Umwelttechnik GmbH,14453,DE
BIT SOFTWARE SA,14460,RO
KPAD LTD,14461,UK
TUV- AUSTRIA ELLAS MONOPROSOPI ETAIREIA PERIORISMENIS EUTHYNIS,14462,EL
CETMA COMPOSITES SRL,14464,IT
KOSOVAR CENTRE FOR SECURITY STUDIES,14465,XK
HAMMURABI HUMAN RIGHTS ORGANIZATION,14466,IQ
UDRUZENJE PRONI CENTAR ZA OMLADINSKI RAZVOJ,14467,BA
FONDACIJA CENTAR ZA MEDJUNARODNE I  BEZBEDNOSNE POSLOVE,14468,RS
CULTURES INTERACTIVE E.V. - VEREIN ZUR INTERKULTURELLEN BILDUNG UND GEWALTPRAVENTION,14469,DE
B & C TECH SOLUTIONS SRL,14473,RO
STICHTING EUROPEAN SOCIETY OF PHYSICAL AND REHABILITATION MEDICINE,14498,NL
UNION EUROPEENNE DES MEDECINS SPECIALISTES - PHYSICAL AND REHABILITATION MEDICINE,14499,CY
"EUROSPINE, the Spine Society of Europe",14500,CH
NAALA BV,14501,NL
UNIVERZITETNI REHABILITACIJSKI INSTITUT REPUBLIKE SLOVENIJE-SOCA,14502,SI
ISICO SRL,14503,IT
NOVOVILLE LIMITED,14504,UK
"QLECTOR, RAZVOJ CELOVITIH RESITEV ZA PAMETNE TOVARNE DOO",14506,SI
NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,14513,US
SLOVENSKA ZDRAVOTNICKA UNIVERZITA V BRATISLAVE,14515,SK
GREENBACK,14516,FR
B.V. EXPLOITATIE RESERVEGRONDEN FLEVOLAND,14517,NL
INSTITUT FUR ANGEWANDTEPFLANZENBIOLOGIE AG,14518,CH
DIRECCAO REGIONAL DE AGRICULTURA EPESCAS DO CENTRO,14519,PT
COMMONLAND FOUNDATION,14520,NL
EUROPEAN FEDERATION OF ORGANISATIONS FOR MEDICAL PHYSICS,14525,NL
CONNECTEDCARE SERVICES BV,14526,NL
TAIPEI MEDICAL UNIVERSITY FOUNDATION*TMU,14527,TW
BYDGOSKI KLASTER PRZEMYSLOWY DOLINA,14528,PL
PECS-BARANYAI KERESKEDELMI ES IPARKAMARA,14529,HU
COMUNE DI GENOVA,14531,IT
DIMOS VARIS - VOULAS - VOULIAGMENIS,14532,EL
WHITE LABEL CONSULTANCY APS,14533,DK
YPOURGEIO TOURISMOU,14535,EL
ATM GRUPO MAGGIOLI SL,14536,ES
IUVO SRL,14540,IT
CONSELLO REGULADOR DO MEXILLON DE GALICIA,14541,ES
INSTITOUTO ELEGCHOU VIOLOGIKON PROIONTON ANONYMI ETAIREIA,14542,EL
KIWA ESPANA SLU,14543,ES
SIMPILITY NAFTILIAKES METAFORIKES KAI EPIKOINONIAKES EPICHEIRISEIS ETAIRIA PERIORISMENIS EFTHYNIS,14544,EL
WIRELESSINFO,14545,CZ
AGROTIKOS SYNETAIRISMOS BIOPARAGOGON DYTIKIS ELLADAS,14546,EL
DOO ORGANIC CONTROL SYSTEM SUBOTICA,14547,RS
UNIVEREXPORT EXPORT-IMPORT DOO NOVISAD,14548,RS
SUMAVAPRODUKT S R O,14549,CZ
SLOVENSKA TISKOVNA AGENCIJA DOO,14555,SI
DIALOGUEPERSPECTIVES.DISCUSSING RELIGIONS AND WORLD VIEWS EV,14556,DE
ROBERT KOCH-INSTITUT,14557,DE
CENTRE HOSPITALIER ANNECY GENEVOIS,14586,FR
INSTITUTUL E-AUSTRIA TIMISOARA,14587,RO
INSTITUTO TECNOLOGICO DE INFORMATICA,14588,ES
THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,14590,UK
STICHTING DUTCH INSTITUTE FOR CLINICAL AUDITING,14591,NL
QUINTEN,14592,FR
QUINTEN HEALTH,14593,FR
SURGICAL SCIENCE SWEDEN AB,14594,SE
SHARE FONDACIJA,14595,RS
A11-INITIATIVE FOR ECONOMIC AND SOCIAL RIGHTS,14596,RS
INTESA SANPAOLO SPA,14599,IT
AZIENDA PROVINCIALE PER I SERVIZI SANITARI,14600,IT
MINISTARSTVO ZA BRIGU O PORODICI I DEMOGRAFIJU,14601,RS
INSTITUT PRE CENTRALNU EUROPU OZ,14602,SK
MEET DIGITAL COMMUNICATION SRL IMPRESA SOCIALE,14611,IT
CAMARA MUNICIPAL DE OBIDOS,14612,PT
AROS AARHUS KUNSTMUSEUM,14613,DK
"BATTLESHEEP, LDA.",14614,PT
DROPSTUFF MEDIA BV,14615,NL
LUMIERE PUBLISHING NV,14617,BE
UO ZAGREB FILM FESTIVAL,14618,HR
LUMIERE PUBLISHING BV,14619,NL
Animation Ireland trading as The Association of Animation Producers in Ireland,14620,IE
MITTETULUNDUSUHING PIMEDATE OODE FILMIFESTIVAL,14621,EE
SOCIETE DE GESTION D'OPERATIONS COMMERCIALES POUR LE FESTIVAL INTERNATIONAL DU FILM,14624,FR
MITTETULUNDUSUHING STORYTEK INNOVATION LAB,14625,EE
EUROPEAN FILM ACADEMY EV,14626,DE
CINETOSCOPIO LDA,14627,PT
DAIN STUDIOS GMBH,14628,DE
Cine-Regio a.i.s.b.l.,14629,BE
International Cinema Technology Association,14630,US
EFA PRODUCTIONS GGMBH,14631,DE
PROPELER FILM DRUSTVO S OGRANICENOMODGOVORNOSCU ZA PROIZVODNIJU I DISTRIBUCIJU FILMOVA,14632,HR
Screen Producers Ireland,14633,IE
EUROPE ANALYTICA LIMITED,14634,UK
ONLINE FILM FINANCING OLFFI,14635,FR
ZAISAN B.V.,14636,NL
LIBERA UNIVERSITA DI LINGUE E COMUNICAZIONE IULM,14637,IT
"COMMIT - COMMUNITY MEDIEN INSTITUTFUR WEITERBILDUNG, FORSCHUNG UND BERATUNG",14638,AT
MARY IMMACULATE COLLEGE,14639,IE
UNIVERSITATEA OVIDIUS DIN CONSTANTA,14652,RO
NNIT,14655,BE
PLATFORM KINETICS LIMITED,14656,UK
EUROPEJSKIE REGIONALNE CENTRUM EKOHYDROLOGII POLSKIEJ AKADEMII NAUK,14657,PL
DELBAERE BEN,14658,NL
ERGTECH SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,14661,PL
LOXO AG,14662,CH
PERTIMM DEVELOPPEMENT,14663,FR
CERTX AG,14664,CH
INSTITUT FUR AUTOMATION UND KOMMUNIKATION EV,14665,DE
SERMA ENERGY,14666,FR
ACD BILGI ISLEM BILGISAYAR YAZILIMHIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,14667,TR
AIS SPOL S R O,14668,CZ
INOVASYON MUHENDISLIK TEKNOLOJI GELISTIRME DANISMANLIK SANAYI VE TICARET LIMITED SIRKETI,14669,TR
ORTEM ELEKTRONIK AS,14670,TR
BATILI OTOMOTIV SANAYI VE TICARET ANONIM SIRKETI,14672,TR
I-CHARGING MOBILIDADE ELECTRICA S A,14673,PT
TOGI TEKNOLOJI SANAYI VE TICARET LIMITED SIRKETI,14674,TR
"Institute of Subtropical Agriculture, Chinese Academy of Sciences",14675,CN
"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",14676,CN
"Aerospace Information Research Institute, Chinese Academy of Sciences",14677,CN
Environmental Development Center of the Ministry of Ecology and Environment(Sino-Japan Friendship Centre for Environmental Protection),14678,CN
"EllipSpace (Beijing) Technology Co., Ltd.",14679,CN
"Institutes of Science and Development, Chinese Academy of Sciences",14680,CN
"Foreign Environmental Cooperation Center (FECO), Ministry of Ecology and Environment",14681,CN
"Fujian Space Carbon Technology Group co., Ltd",14682,CN
VYZKUMNY A SLECHTITELSKY USTAV OVOCNARSKY HOLOVOUSY SRO,14683,CZ
"Ecology and Nature Conservation Institute,Chinese Academy of Forestry",14684,CN
"INSTITUTE OF GEOGRAPHICAL SCIENCES AND NATURAL RESOURCES RESEARCH, CHINESE ACADEMY OF SCIENCES",14685,CN
China University of Mining and Technology,14687,CN
"Institute of Semiconductors, Chinese Academy of Sciences",14688,CN
Qingdao University of Technology,14689,CN
LANZHOU JIAOTONG UNIVERSITY,14690,CN
Wuyi University,14691,CN
Institute of Agricultural Resources and Regional Planning CAAS,14692,CN
Hangzhou City University,14693,CN
"Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment",14694,CN
EUROPEAN NUCLEAR SOCIETY,14698,BE
KEPCO International Nuclear Graduate School,14699,KR
University Network of Excellence in Nuclear Engineering,14700,CA
SCHONFELDER CHRISTIAN,14702,DE
INSTITUT REG UNIVERSITAIRE POLYTECHNIQUE,14703,FR
GROUPEMENT DES INDUSTRIELS FRANCAISDE L'ENERGIE NUCLEAIRE(GIFEN),14704,FR
FUSENET,14707,NL
ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT,14708,FR
WESTINGHOUSE ELECTRIQUE FRANCE SAS,14710,FR
"FUNDACION CULTURAL UNIVERSITARIA DE LAS ARTES DE JEREZ, FUNDACION PUBLICA LOCAL",14713,ES
NOMAD GARDEN SL,14714,ES
LODZ ART CENTER,14715,PL
"SEMANTIKA, INFORMACIJSKE TEHNOLOGIJE, DOO",14716,SI
AYUNTAMIENTO DE JEREZ DE LA FRONTERA,14717,ES
Comune di Parabiago,14718,IT
Associazione Etre Esperienze Teatrali di Residenza,14720,IT
Akademia Sztuk Pieknych im. Wladyslawa Strzeminskiego w Lodzi,14721,PL
LODZ-MIASTO NA PRAWACH POWIATU,14722,PL
Asociación para el desarrollo rural de la campiña de Jerez,14723,ES
COAL,14724,FR
CULTURALINK SL,14725,ES
desis network,14726,IT
KARAKORUM SRL IMPRESA SOCIALE,14727,IT
Major Cities of Europe IT Users Group eV,14728,DE
"ASOCIACION ESPAÑOLA DE FABRICANTES DE MAQUINAS-HERRAMIENTA, SUS ACCESORIOS, COMPONENTES, HERRAMIENTAS DE CORTE Y DEFORMACION, OTROS SISTEMAS Y TECNOLOGIAS DE FABRICACION",14729,ES
CENTRO SERVIZI INDUSTRIE SRL,14731,IT
FUNDACION DE INVESTIGACION DE LA MAQUINA HERRAMIENTA,14732,ES
COMPETENCE INDUSTRY MANUFACTURING 40 SCARL,14733,IT
KATOWICKA SPECJALNA STREFA EKONOMICZNA SA,14734,PL
ENTE DI GESTIONE PER I PARCHI E LA BIODIVERISTA -  DELTA DEL PO,14735,IT
SPRAVA NARODNIHO PARKU CESKE SVYCARSKO,14736,CZ
AGENTURA NA PODPORU REGIONALNEHO ROZVOJA KOSICE NO,14737,SK
KREIS EUSKIRCHEN,14738,DE
AMT DER BURGENLANDISCHEN LANDESREGIERUNG,14739,AT
ADMINISTRATIA BAZINALA DE APA BANAT,14741,RO
AMT DER STEIERMARK LANDESREGIERUNG,14742,AT
MESTO KRASNA LIPA,14743,CZ
FORSKNINGSSTIFTELSEN FAFO,14744,NO
Korea Research Institute for Vocational Education & Training,14745,KR
BUNDESINSTITUT FUR BERUFSBILDUNG,14746,DE
BT-SYSTEMS GMBH,14747,AT
STENA RECYCLING AB,14748,SE
WEBER ULTRASONICS AG,14750,DE
LEIKON GMBH,14751,DE
GE HEALTHCARE AS,14752,NO
SOCIAL INNOVATION EXCHANGE,14757,UK
EUROPOS SOCIALINIO FONDO AGENTURA,14758,LT
PROJECT AHEAD SC,14759,IT
EVRO-SREDOZEMSKA UNIVERZA,14760,SI
CONFERENCE PARTNERS (IRE) LIMITED,14762,IE
Y CARBON LLC,14771,UA
SKELETON MATERIALS GMBH,14772,DE
STORYZY,14775,FR
ISSP SERVICE LLC,14776,UA
FOODCLOUD,14783,IE
SCHOENMAKERS ROELOF JOHANNES WILHELMUS,14784,NL
ZUSAMMEN LEBEN EV,14785,DE
ABUNDANTQUOTIDIAN - ASSOCIACAO,14786,PT
BRIGHTON & HOVE FOOD PARTNERSHIP,14787,UK
NESEHNUTI,14788,CZ
BOROUME SAVING FOOD SAVING LIVES,14790,EL
POLITIEZONE: BOOM - HEMIKSEM - NIEL- RUMST - SCHELLE,14794,BE
AN GARDA SIOCHANA,14795,IE
MOONSHOT CVE LIMITED,14796,IE
SNS SWEDEN AB,14797,SE
THE NATURE CONSERVANCY IN EUROPE GEMEINNUTZIGE GMBH,14800,DE
WORLD WILDLIFE FUND INC,14801,US
WWF - WORLD WIDE FUND FOR NATURE,14803,CH
GRUPO LAERA LTDA,14804,CO
NATURAL SOLUTIONS,14805,FR
ASOCIATIA OBSTEASCA VERDE E MOLDOVA,14806,MD
MINISTRY OF YOUTH AND SPORTS,14807,TR
OFFALY COUNTY COUNCIL,14810,IE
MUNICIPIO DE ALMADA,14812,PT
NECMETTIN ERBAKAN UNIVERSITESI,14813,TR
MYRIAD CONSULTING LIMITED,14814,IE
EVERZOM,14815,FR
REMEDY BIOLOGICS LIMITED,14816,IE
PHARMALEX GMBH,14817,DE
AEROGEN LTD,14818,IE
CELLULARIS BIOMODELS LDA,14819,PT
OMNISPIRANT LIMITED,14820,IE
TASC EUROPE STUDIES COMPANY LIMITED BY GUARANTEE,14823,IE
INSTITUT NATIONAL DU CANCER,14824,LU
NARODOWY INSTYTUT ZDROWIA PUBLICZNEGO PZH - PANSTWOWY INSTYTUT BADAWCZY,14825,PL
GENIKO ANTIKARKINIKO OGKOLOGIKO NOSOKOMEIO ATHINON O AGIOS SAVVAS,14826,EL
INSTITUTIA MEDICO-SANITARA PUBLICA INSTITUTUL ONCOLOGIC,14828,MD
"R.E KAVETSKY INSTITUTE OF EXPERIMENTAL PATHOLOGY, ONCOLOGY AND RADIOBIOLOGY OF NATIONAL ACADEMY OF SCIENCES OF UKRAINE",14829,UA
DEUTSCHE KREBSGESELLSCHAFT EV,14830,DE
SCUOLA EUROPEA DI ONCOLOGIA ASSOCIAZIONE,14831,IT
FONDAZIONE DEL PIEMONTE PER L'ONCOLOGIA,14832,IT
G.O.C.GERMAN ONCOLOGY CENTER LIMITED,14833,CY
KLINICKI BOLNICKI CENTAR SESTRE MILOSRDNICE USTANOVA,14834,HR
NEOALGAE MICRO SEAWEEDS PRODUCTS SL,14835,ES
ESHKOL INNOVATIVE AGRICULTURE LTD,14837,IL
INSTITUTE FOR FOOD TECHNOLOGY OF NOVI SAD,14838,RS
PRZEDSIEBIORSTWO PRODUKCYJNO-USLUGOWE COMEX SP ZOO,14839,PL
CABINPLANT A/S,14841,DK
AGATA COMUNICACION CIENTIFICA SL,14843,ES
ECOLE NATIONALE SUPERIEURE DE CHIMIE DE MONTPELLIER,14844,FR
SIGMA-ALDRICH  PRODUCTION GMBH,14845,CH
AXLR SATT OCCITANIE MEDITERRANEE,14846,FR
DES SOLUTIO - SOLUCOES E CONSULTORIA CIENTIFICA LDA,14848,PT
GERULATA TECHNOLOGIES JSA,14855,SK
Police Service of Northern Ireland,14856,UK
DEUTSCHE HOCHSCHULE DER POLIZEI,14857,DE
HVR PUBLIC AFFAIRS / PUBLIC RELATIONS BV,14872,NL
